deliveryPeriodIndex,advertiserNumber,advertiserCategoryIndex,budget,CPAConstraint,realAllCost,realAllConversion,timeStepIndex,state,action,reward,reward_continuous,done,next_state
0.0,0.0,0.0,2900.0,100.0,2899.9541219913194,16.0,0.0,"(1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0006110827912190353, 11899.0, 0.0, 0.0)",15.000000000000998,0.0,0.0,0,"(0.9791666666666666, 1.0, 0.00916624186828614, 0.00916624186828614, 0.08728522708446297, 0.0006110827912190353, 0.0, 0.0, 0.08728522708446297, 0.0006110827912190353, 0.0, 0.0, 0.0005993661285441156, 5565.0, 11899.0, 11899.0)"
0.0,0.0,0.0,2900.0,100.0,2899.9541219913194,16.0,1.0,"(0.9791666666666666, 1.0, 0.00916624186828614, 0.00916624186828614, 0.08728522708446297, 0.0006110827912190353, 0.0, 0.0, 0.08728522708446297, 0.0006110827912190353, 0.0, 0.0, 0.0005993661285441156, 5565.0, 11899.0, 11899.0)",18.000000000001265,0.0,0.0,0,"(0.9583333333333334, 1.0, 0.00997741609104049, 0.00997741609104049, 0.1104817555123978, 0.0006052244598815754, 0.0, 0.0, 0.1104817555123978, 0.0006052244598815754, 0.0, 0.0, 0.0006000194949422668, 4561.0, 17464.0, 17464.0)"
0.0,0.0,0.0,2900.0,100.0,2899.9541219913194,16.0,2.0,"(0.9583333333333334, 1.0, 0.00997741609104049, 0.00997741609104049, 0.1104817555123978, 0.0006052244598815754, 0.0, 0.0, 0.1104817555123978, 0.0006052244598815754, 0.0, 0.0, 0.0006000194949422668, 4561.0, 17464.0, 17464.0)",21.600000000001618,0.0,0.0,0,"(0.9375, 1.0, 0.01097175109094497, 0.01097175109094497, 0.12956558502854743, 0.0006034894715684726, 0.0, 0.0, 0.12956558502854743, 0.0006034894715684726, 0.0, 0.0, 0.0005984173272662063, 2490.0, 22025.0, 22025.0)"
0.0,0.0,0.0,2900.0,100.0,2899.9541219913194,16.0,3.0,"(0.9375, 1.0, 0.01097175109094497, 0.01097175109094497, 0.12956558502854743, 0.0006034894715684726, 0.0, 0.0, 0.12956558502854743, 0.0006034894715684726, 0.0, 0.0, 0.0005984173272662063, 2490.0, 22025.0, 22025.0)",25.92000000000202,0.0,0.0,0,"(0.9166666666666666, 1.0, 0.01210655759889405, 0.013086662842430019, 0.13860630550925163, 0.000602221435492906, 0.0, 0.0, 0.15571333165084786, 0.0005992676502508628, 0.0, 0.0, 0.0006051471081558998, 1824.0, 12616.0, 24515.0)"
0.0,0.0,0.0,2900.0,100.0,2899.9541219913194,16.0,4.0,"(0.9166666666666666, 1.0, 0.01210655759889405, 0.013086662842430019, 0.13860630550925163, 0.000602221435492906, 0.0, 0.0, 0.15571333165084786, 0.0005992676502508628, 0.0, 0.0, 0.0006051471081558998, 1824.0, 12616.0, 24515.0)",31.104000000002387,0.0,0.0,0,"(0.8958333333333334, 1.0, 0.013449745209531749, 0.015764631288525923, 0.1457667196879493, 0.0006028065700255048, 0.0, 0.0, 0.16929002913831695, 0.000601194643454791, 0.0, 0.0, 0.0006032920021477751, 1265.0, 8875.0, 26339.0)"
0.0,0.0,0.0,2900.0,100.0,2899.9541219913194,16.0,5.0,"(0.8958333333333334, 1.0, 0.013449745209531749, 0.015764631288525923, 0.1457667196879493, 0.0006028065700255048, 0.0, 0.0, 0.16929002913831695, 0.000601194643454791, 0.0, 0.0, 0.0006032920021477751, 1265.0, 8875.0, 26339.0)",37.32480000000285,0.0,0.0,0,"(0.875, 1.0, 0.014961079894904292, 0.01895040869886361, 0.14731143488694176, 0.0006028874753792164, 0.0, 0.0, 0.1650572847453361, 0.0006022854791899604, 0.0, 0.0, 0.0005994689194968939, 1290.0, 5579.0, 27604.0)"
0.0,0.0,0.0,2900.0,100.0,2899.9541219913194,16.0,6.0,"(0.875, 1.0, 0.014961079894904292, 0.01895040869886361, 0.14731143488694176, 0.0006028874753792164, 0.0, 0.0, 0.1650572847453361, 0.0006022854791899604, 0.0, 0.0, 0.0005994689194968939, 1290.0, 5579.0, 27604.0)",44.78976000000369,0.0,0.0,0,"(0.8541666666666666, 1.0, 0.01665950691445045, 0.022730106001858985, 0.14774797755708127, 0.0006023991102531704, 0.0, 0.0, 0.15993687362085407, 0.000602636009933523, 0.0, 0.0, 0.0005824147069934733, 1153.0, 4379.0, 28894.0)"
0.0,0.0,0.0,2900.0,100.0,2899.9541219913194,16.0,7.0,"(0.8541666666666666, 1.0, 0.01665950691445045, 0.022730106001858985, 0.14774797755708127, 0.0006023991102531704, 0.0, 0.0, 0.15993687362085407, 0.000602636009933523, 0.0, 0.0, 0.0005824147069934733, 1153.0, 4379.0, 28894.0)",53.74771200000422,0.0,0.0,0,"(0.8333333333333334, 1.0, 0.01849000079215065, 0.026890426763182148, 0.14828458663688912, 0.0005999010598457083, 0.0, 0.0, 0.15248103155178883, 0.0005950585428793808, 0.0, 0.0, 0.00033787271141494016, 1267.0, 3708.0, 30047.0)"
0.0,0.0,0.0,2900.0,100.0,2899.9541219913194,16.0,8.0,"(0.8333333333333334, 1.0, 0.01849000079215065, 0.026890426763182148, 0.14828458663688912, 0.0005999010598457083, 0.0, 0.0, 0.15248103155178883, 0.0005950585428793808, 0.0, 0.0, 0.00033787271141494016, 1267.0, 3708.0, 30047.0)",64.49725440000844,0.0,0.0,0,"(0.8125, 1.0, 0.01885687428446169, 0.026648463063576492, 0.1470364513748782, 0.0005707867989089562, 0.0, 0.0, 0.14648648435075112, 0.0005065854459684358, 0.0, 0.0, 0.00034505006036285774, 1434.0, 3710.0, 31314.0)"
0.0,0.0,0.0,2900.0,100.0,2899.9541219913194,16.0,9.0,"(0.8125, 1.0, 0.01885687428446169, 0.026648463063576492, 0.1470364513748782, 0.0005707867989089562, 0.0, 0.0, 0.14648648435075112, 0.0005065854459684358, 0.0, 0.0, 0.00034505006036285774, 1434.0, 3710.0, 31314.0)",77.39670528001001,0.0,0.0,0,"(0.7916666666666666, 1.0, 0.0196417606388909, 0.026600352662585276, 0.14449330580554584, 0.0005482131250543464, 0.0, 0.0, 0.13689907171862992, 0.0004217791595904237, 0.0, 0.0, 0.00034011384673340785, 3283.0, 3854.0, 32748.0)"
0.0,0.0,0.0,2900.0,100.0,2899.9541219913194,16.0,10.0,"(0.7916666666666666, 1.0, 0.0196417606388909, 0.026600352662585276, 0.14449330580554584, 0.0005482131250543464, 0.0, 0.0, 0.13689907171862992, 0.0004217791595904237, 0.0, 0.0, 0.00034011384673340785, 3283.0, 3854.0, 32748.0)",92.87604633601296,0.0,0.0,0,"(0.7708333333333334, 1.0, 0.020727821434330964, 0.026695343146811795, 0.1425132012861908, 0.000529295008843352, 0.0, 0.0, 0.1271228403509953, 0.0003410122061704019, 0.0, 0.0, 0.00033998338978976093, 3644.0, 5984.0, 36031.0)"
0.0,0.0,0.0,2900.0,100.0,2899.9541219913194,16.0,11.0,"(0.7708333333333334, 1.0, 0.020727821434330964, 0.026695343146811795, 0.1425132012861908, 0.000529295008843352, 0.0, 0.0, 0.1271228403509953, 0.0003410122061704019, 0.0, 0.0, 0.00033998338978976093, 3644.0, 5984.0, 36031.0)",111.45125560321532,0.0,0.0,0,"(0.75, 1.0, 0.0221581342878289, 0.03206191429793053, 0.14157901448845078, 0.000513519040588886, 0.0, 0.0, 0.12520670382916851, 0.0003417157656286755, 0.0, 0.0, 0.0003411243213819553, 5288.0, 8361.0, 39675.0)"
0.0,0.0,0.0,2900.0,100.0,2899.9541219913194,16.0,12.0,"(0.75, 1.0, 0.0221581342878289, 0.03206191429793053, 0.14157901448845078, 0.000513519040588886, 0.0, 0.0, 0.12520670382916851, 0.0003417157656286755, 0.0, 0.0, 0.0003411243213819553, 5288.0, 8361.0, 39675.0)",133.7415067238581,0.0,0.0008943527187558,0,"(0.7291666666666666, 0.9999629603471045, 0.023963084013517162, 0.03836749526227137, 0.14079000738540304, 0.000500257908342199, 0.0, 1.4546724077737694e-05, 0.12844567931826026, 0.0003404071859683747, 0.0, 6.303580433686334e-05, 0.0003375140913851047, 4941.0, 12215.0, 44963.0)"
0.0,0.0,0.0,2900.0,100.0,2899.9541219913194,16.0,13.0,"(0.7291666666666666, 0.9999629603471045, 0.023963084013517162, 0.03836749526227137, 0.14079000738540304, 0.000500257908342199, 0.0, 1.4546724077737694e-05, 0.12844567931826026, 0.0003404071859683747, 0.0, 6.303580433686334e-05, 0.0003375140913851047, 4941.0, 12215.0, 44963.0)",160.48980806863077,0.0,0.0024274841619278996,0,"(0.7083333333333334, 0.9998358371028755, 0.026120547423041204, 0.0458938760483121, 0.13986659938068094, 0.0004886333499881209, 0.0, 8.578916540441965e-05, 0.13016239239381142, 0.00033954060085227363, 0.0, 0.00040034943855395843, 0.00034729581373055425, 7464.0, 13873.0, 49904.0)"
