deliveryPeriodIndex,advertiserNumber,advertiserCategoryIndex,budget,CPAConstraint,realAllCost,realAllConversion,timeStepIndex,state,action,reward,reward_continuous,done,next_state
3.0,0.0,0.0,2900.0,100.0,2899.9623857044467,22.0,0.0,"(1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000346244850443442, 8533.0, 0.0, 0.0)",15.00000000000169,0.0,0.0,0,"(0.9791666666666666, 1.0, 0.005193672756652216, 0.005193672756652216, 0.07637769650063801, 0.000346244850443442, 0.0, 0.0, 0.07637769650063801, 0.000346244850443442, 0.0, 0.0, 0.0003466660050248849, 3990.0, 8533.0, 8533.0)"
3.0,0.0,0.0,2900.0,100.0,2899.9623857044467,22.0,1.0,"(0.9791666666666666, 1.0, 0.005193672756652216, 0.005193672756652216, 0.07637769650063801, 0.000346244850443442, 0.0, 0.0, 0.07637769650063801, 0.000346244850443442, 0.0, 0.0, 0.0003466660050248849, 3990.0, 8533.0, 8533.0)",18.00000000000192,0.0,0.0,0,"(0.9583333333333334, 1.0, 0.005716830423550404, 0.005716830423550404, 0.10451503517661387, 0.0003464554277341635, 0.0, 0.0, 0.10451503517661387, 0.0003464554277341635, 0.0, 0.0, 0.0003384325704936704, 3271.0, 12523.0, 12523.0)"
3.0,0.0,0.0,2900.0,100.0,2899.9623857044467,22.0,2.0,"(0.9583333333333334, 1.0, 0.005716830423550404, 0.005716830423550404, 0.10451503517661387, 0.0003464554277341635, 0.0, 0.0, 0.10451503517661387, 0.0003464554277341635, 0.0, 0.0, 0.0003384325704936704, 3271.0, 12523.0, 12523.0)",21.60000000000259,0.0,0.0,0,"(0.9375, 1.0, 0.006247934789921655, 0.006247934789921655, 0.13231050314429527, 0.00034378114198733246, 0.0, 0.0, 0.13231050314429527, 0.00034378114198733246, 0.0, 0.0, 0.0003311091355136499, 1785.0, 15794.0, 15794.0)"
3.0,0.0,0.0,2900.0,100.0,2899.9623857044467,22.0,3.0,"(0.9375, 1.0, 0.006247934789921655, 0.006247934789921655, 0.13231050314429527, 0.00034378114198733246, 0.0, 0.0, 0.13231050314429527, 0.00034378114198733246, 0.0, 0.0, 0.0003311091355136499, 1785.0, 15794.0, 15794.0)",25.920000000003323,0.0,0.0,0,"(0.9166666666666666, 1.0, 0.006831538290569967, 0.007377493468542551, 0.1644373611538571, 0.00034061314036891183, 0.0, 0.0, 0.1937905827049301, 0.00033873590367740174, 0.0, 0.0, 0.0003527063178599858, 2101.0, 9046.0, 17579.0)"
3.0,0.0,0.0,2900.0,100.0,2899.9623857044467,22.0,4.0,"(0.9166666666666666, 1.0, 0.006831538290569967, 0.007377493468542551, 0.1644373611538571, 0.00034061314036891183, 0.0, 0.0, 0.1937905827049301, 0.00033873590367740174, 0.0, 0.0, 0.0003527063178599858, 2101.0, 9046.0, 17579.0)",31.10400000000358,0.0,0.0,0,"(0.8958333333333334, 1.0, 0.007659346094599626, 0.008954356541965774, 0.1692987181199494, 0.0003430317758671266, 0.0, 0.0, 0.2124878400821731, 0.000340749341289102, 0.0, 0.0, 0.00034133302595783075, 1457.0, 7157.0, 19680.0)"
3.0,0.0,0.0,2900.0,100.0,2899.9623857044467,22.0,5.0,"(0.8958333333333334, 1.0, 0.007659346094599626, 0.008954356541965774, 0.1692987181199494, 0.0003430317758671266, 0.0, 0.0, 0.2124878400821731, 0.000340749341289102, 0.0, 0.0, 0.00034133302595783075, 1457.0, 7157.0, 19680.0)",37.32480000000445,0.0,0.0,0,"(0.875, 1.0, 0.008506152900045081, 0.010764371010168507, 0.17089364492219117, 0.0003427486508822439, 0.0, 0.0, 0.20947678670008707, 0.0003417161597771555, 0.0, 0.0, 0.0003336134627522247, 1485.0, 5343.0, 21137.0)"
3.0,0.0,0.0,2900.0,100.0,2899.9623857044467,22.0,6.0,"(0.875, 1.0, 0.008506152900045081, 0.010764371010168507, 0.17089364492219117, 0.0003427486508822439, 0.0, 0.0, 0.20947678670008707, 0.0003417161597771555, 0.0, 0.0, 0.0003336134627522247, 1485.0, 5343.0, 21137.0)",44.78976000000561,0.0,0.0,0,"(0.8541666666666666, 1.0, 0.009425626332816206, 0.012884410389144523, 0.17227894399091934, 0.00034144362400652693, 0.0, 0.0, 0.18273438777366902, 0.00034255093552334705, 0.0, 0.0, 0.00033541592992613885, 1328.0, 5043.0, 22622.0)"
3.0,0.0,0.0,2900.0,100.0,2899.9623857044467,22.0,7.0,"(0.8541666666666666, 1.0, 0.009425626332816206, 0.012884410389144523, 0.17227894399091934, 0.00034144362400652693, 0.0, 0.0, 0.18273438777366902, 0.00034255093552334705, 0.0, 0.0, 0.00033541592992613885, 1328.0, 5043.0, 22622.0)",53.74771200000701,0.0,0.0,0,"(0.8333333333333334, 1.0, 0.01050090289144976, 0.015236830886199983, 0.16672848510003854, 0.0003406901622464784, 0.0, 0.0, 0.16244476340018713, 0.0003367874728787314, 0.0, 0.0, 0.0005213393329047437, 2959.0, 4270.0, 23950.0)"
3.0,0.0,0.0,2900.0,100.0,2899.9623857044467,22.0,8.0,"(0.8333333333333334, 1.0, 0.01050090289144976, 0.015236830886199983, 0.16672848510003854, 0.0003406901622464784, 0.0, 0.0, 0.16244476340018713, 0.0003367874728787314, 0.0, 0.0, 0.0005213393329047437, 2959.0, 4270.0, 23950.0)",64.49725440000535,0.0,0.0064271860073982995,0,"(0.8125, 0.999870572362275, 0.013070242079409381, 0.022198420438137977, 0.1604825888132501, 0.00036076229231961896, 0.0, 0.00018775111711914684, 0.13966047659536795, 0.0003967895751943691, 0.0, 0.0005632533513574405, 0.0005165137237531242, 3347.0, 5772.0, 26909.0)"
3.0,0.0,0.0,2900.0,100.0,2899.9623857044467,22.0,9.0,"(0.8125, 0.999870572362275, 0.013070242079409381, 0.022198420438137977, 0.1604825888132501, 0.00036076229231961896, 0.0, 0.00018775111711914684, 0.13966047659536795, 0.0003967895751943691, 0.0, 0.0005632533513574405, 0.0005165137237531242, 3347.0, 5772.0, 26909.0)",77.39670528000724,0.0,0.0023182320957924997,0,"(0.7916666666666666, 0.9998110507142869, 0.015760863916508404, 0.030543084945123544, 0.15514447932466405, 0.00037633743546296953, 0.0, 0.0002287310098888575, 0.11516406177006834, 0.0004577563288613356, 0.0, 0.000762436699629525, 0.0005332272184401496, 7665.0, 7634.0, 30256.0)"
3.0,0.0,0.0,2900.0,100.0,2899.9623857044467,22.0,10.0,"(0.7916666666666666, 0.9998110507142869, 0.015760863916508404, 0.030543084945123544, 0.15514447932466405, 0.00037633743546296953, 0.0, 0.0002287310098888575, 0.11516406177006834, 0.0004577563288613356, 0.0, 0.000762436699629525, 0.0005332272184401496, 7665.0, 7634.0, 30256.0)",92.87604633600711,0.0,0.3521553471620449,0,"(0.7708333333333334, 0.9897406185662355, 0.018830243182959235, 0.041041817293651174, 0.1502356979278399, 0.0003906001430063495, 0.0, 0.005497624763185447, 0.10625493213531012, 0.0005236934250326726, 0.0, 0.020157957465013306, 0.0005249144739519426, 8508.0, 13971.0, 37921.0)"
3.0,0.0,0.0,2900.0,100.0,2899.9623857044467,22.0,11.0,"(0.7708333333333334, 0.9897406185662355, 0.018830243182959235, 0.041041817293651174, 0.1502356979278399, 0.0003906001430063495, 0.0, 0.005497624763185447, 0.10625493213531012, 0.0005236934250326726, 0.0, 0.020157957465013306, 0.0005249144739519426, 8508.0, 13971.0, 37921.0)",111.45125560320892,0.0,0.7837871791232298,0,"(0.75, 0.9632014736914268, 0.022136254351566128, 0.04933429116803636, 0.14602173079160222, 0.00040179300391848224, 0.0, 0.015079059966472727, 0.10263915672665865, 0.0005248851387150721, 0.0, 0.05975298651453347, 0.0005109778121680538, 10939.0, 19520.0, 46429.0)"
3.0,0.0,0.0,2900.0,100.0,2899.9623857044467,22.0,12.0,"(0.75, 0.9632014736914268, 0.022136254351566128, 0.04933429116803636, 0.14602173079160222, 0.00040179300391848224, 0.0, 0.015079059966472727, 0.10263915672665865, 0.0005248851387150721, 0.0, 0.05975298651453347, 0.0005109778121680538, 10939.0, 19520.0, 46429.0)",111.45125560321017,0.0,0.37295254041835124,0,"(0.7291666666666666, 0.9500244872575402, 0.02481416699771572, 0.05499184393507345, 0.14224920448368217, 0.0004101918353222955, 0.0, 0.017962533797063026, 0.09926495501374268, 0.000523039834853382, 0.0, 0.07707520975431026, 0.0005246584220522611, 10221.0, 27112.0, 57368.0)"
3.0,0.0,0.0,2900.0,100.0,2899.9623857044467,22.0,13.0,"(0.7291666666666666, 0.9500244872575402, 0.02481416699771572, 0.05499184393507345, 0.14224920448368217, 0.0004101918353222955, 0.0, 0.017962533797063026, 0.09926495501374268, 0.000523039834853382, 0.0, 0.07707520975431026, 0.0005246584220522611, 10221.0, 27112.0, 57368.0)",133.741506723851,0.0,2.003954559528592,0,"(0.7083333333333334, 0.8712833473823126, 0.028053769917923712, 0.06187336794612678, 0.13889784628541185, 0.0004183680200887216, 0.0, 0.03503805717372605, 0.09732572359650908, 0.0005201835693907524, 0.0, 0.14335297601237493, 0.0005194341130580935, 15439.0, 29668.0, 67589.0)"
3.0,0.0,0.0,2900.0,100.0,2899.9623857044467,22.0,14.0,"(0.7083333333333334, 0.8712833473823126, 0.028053769917923712, 0.06187336794612678, 0.13889784628541185, 0.0004183680200887216, 0.0, 0.03503805717372605, 0.09732572359650908, 0.0005201835693907524, 0.0, 0.14335297601237493, 0.0005194341130580935, 15439.0, 29668.0, 67589.0)",93.61905470669623,0.0,0.4701662263346697,0,"(0.6875, 0.8572152211333055, 0.029425447299856123, 0.058582219093016114, 0.13590196419696887, 0.00042510575962001305, 0.0, 0.035357799105607844, 0.09542289781843538, 0.0005183567824261361, 0.0, 0.11647275566214828, 0.000531886284473849, 14216.0, 36599.0, 83028.0)"
