deliveryPeriodIndex,advertiserNumber,advertiserCategoryIndex,budget,CPAConstraint,realAllCost,realAllConversion,timeStepIndex,state,action,reward,reward_continuous,done,next_state
2.0,0.0,0.0,2900.0,100.0,2867.136838674584,33.0,0.0,"(1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0006169516352377879, 10117.0, 0.0, 0.0)",15.00000000000113,0.0,0.0,0,"(0.9791666666666666, 1.0, 0.009254274528567516, 0.009254274528567516, 0.082295209010118, 0.0006169516352377879, 0.0, 0.0, 0.082295209010118, 0.0006169516352377879, 0.0, 0.0, 0.0006236858592256513, 4732.0, 10117.0, 10117.0)"
2.0,0.0,0.0,2900.0,100.0,2867.136838674584,33.0,1.0,"(0.9791666666666666, 1.0, 0.009254274528567516, 0.009254274528567516, 0.082295209010118, 0.0006169516352377879, 0.0, 0.0, 0.082295209010118, 0.0006169516352377879, 0.0, 0.0, 0.0006236858592256513, 4732.0, 10117.0, 10117.0)",18.00000000000124,0.0,0.0,0,"(0.9583333333333334, 1.0, 0.010240309997315004, 0.010240309997315004, 0.09470565281024595, 0.0006203187472317196, 0.0, 0.0, 0.09470565281024595, 0.0006203187472317196, 0.0, 0.0, 0.0006236180511613808, 3878.0, 14849.0, 14849.0)"
2.0,0.0,0.0,2900.0,100.0,2867.136838674584,33.0,2.0,"(0.9583333333333334, 1.0, 0.010240309997315004, 0.010240309997315004, 0.09470565281024595, 0.0006203187472317196, 0.0, 0.0, 0.09470565281024595, 0.0006203187472317196, 0.0, 0.0, 0.0006236180511613808, 3878.0, 14849.0, 14849.0)",21.60000000000147,0.0,0.0,0,"(0.9375, 1.0, 0.011316923299905584, 0.011316923299905584, 0.1024855350495552, 0.0006214185152082734, 0.0, 0.0, 0.1024855350495552, 0.0006214185152082734, 0.0, 0.0, 0.0006134730196884894, 2117.0, 18727.0, 18727.0)"
2.0,0.0,0.0,2900.0,100.0,2867.136838674584,33.0,3.0,"(0.9375, 1.0, 0.011316923299905584, 0.011316923299905584, 0.1024855350495552, 0.0006214185152082734, 0.0, 0.0, 0.1024855350495552, 0.0006214185152082734, 0.0, 0.0, 0.0006134730196884894, 2117.0, 18727.0, 18727.0)",25.920000000002034,0.0,0.0,0,"(0.9166666666666666, 1.0, 0.01246299764251091, 0.013532572013825376, 0.11083897028462297, 0.0006194321413283274, 0.0, 0.0, 0.12035355737612463, 0.0006202589766918405, 0.0, 0.0, 0.0006254155826045805, 2186.0, 10727.0, 20844.0)"
2.0,0.0,0.0,2900.0,100.0,2867.136838674584,33.0,4.0,"(0.9166666666666666, 1.0, 0.01246299764251091, 0.013532572013825376, 0.11083897028462297, 0.0006194321413283274, 0.0, 0.0, 0.12035355737612463, 0.0006202589766918405, 0.0, 0.0, 0.0006254155826045805, 2186.0, 10727.0, 20844.0)",31.10400000000231,0.0,0.0,0,"(0.8958333333333334, 1.0, 0.013860983370275592, 0.016274765618915984, 0.11593956397693092, 0.000620628829583578, 0.0, 0.0, 0.1300955047547209, 0.0006208355511514835, 0.0, 0.0, 0.000625247759947788, 1516.0, 8181.0, 23030.0)"
2.0,0.0,0.0,2900.0,100.0,2867.136838674584,33.0,5.0,"(0.8958333333333334, 1.0, 0.013860983370275592, 0.016274765618915984, 0.11593956397693092, 0.000620628829583578, 0.0, 0.0, 0.1300955047547209, 0.0006208355511514835, 0.0, 0.0, 0.000625247759947788, 1516.0, 8181.0, 23030.0)",37.32480000000264,0.0,0.0,0,"(0.875, 1.0, 0.015440360740313136, 0.019563798180720685, 0.1169380382491959, 0.0006213986513109463, 0.0, 0.0, 0.13139054144883658, 0.0006213787874136192, 0.0, 0.0, 0.0006160809803791329, 1546.0, 5819.0, 24546.0)"
2.0,0.0,0.0,2900.0,100.0,2867.136838674584,33.0,6.0,"(0.875, 1.0, 0.015440360740313136, 0.019563798180720685, 0.1169380382491959, 0.0006213986513109463, 0.0, 0.0, 0.13139054144883658, 0.0006213787874136192, 0.0, 0.0, 0.0006160809803791329, 1546.0, 5819.0, 24546.0)",44.7897600000034,0.0,0.0,0,"(0.8541666666666666, 1.0, 0.017176611956232424, 0.02346143104119444, 0.11746930625030304, 0.0006206389840349729, 0.0, 0.0, 0.12630975420454313, 0.0006222481076438338, 0.0, 0.0, 0.0006245102305137905, 1382.0, 5248.0, 26092.0)"
2.0,0.0,0.0,2900.0,100.0,2867.136838674584,33.0,7.0,"(0.8541666666666666, 1.0, 0.017176611956232424, 0.02346143104119444, 0.11746930625030304, 0.0006206389840349729, 0.0, 0.0, 0.12630975420454313, 0.0006222481076438338, 0.0, 0.0, 0.0006245102305137905, 1382.0, 5248.0, 26092.0)",53.747712000003794,0.0,0.0,0,"(0.8333333333333334, 1.0, 0.01922528496304227, 0.0281657876176534, 0.11809861381478372, 0.0006211228898448251, 0.0, 0.0, 0.12169703021120502, 0.0006219463236135704, 0.0, 0.0, 0.00054517142362308, 2922.0, 4444.0, 27474.0)"
2.0,0.0,0.0,2900.0,100.0,2867.136838674584,33.0,8.0,"(0.8333333333333334, 1.0, 0.01922528496304227, 0.0281657876176534, 0.11809861381478372, 0.0006211228898448251, 0.0, 0.0, 0.12169703021120502, 0.0006219463236135704, 0.0, 0.0, 0.00054517142362308, 2922.0, 4444.0, 27474.0)",64.49725440000505,0.0,0.019573548207688,0,"(0.8125, 0.9995971123952309, 0.020996037745040982, 0.03210739175449668, 0.11579225186869259, 0.0006126838380424091, 0.0, 0.0007224884021598601, 0.11350067910768602, 0.0005952542115053344, 0.0, 0.0021674652064795803, 0.0005207230372014511, 3306.0, 5850.0, 30396.0)"
2.0,0.0,0.0,2900.0,100.0,2867.136838674584,33.0,9.0,"(0.8125, 0.9995971123952309, 0.020996037745040982, 0.03210739175449668, 0.11579225186869259, 0.0006126838380424091, 0.0, 0.0007224884021598601, 0.11350067910768602, 0.0005952542115053344, 0.0, 0.0021674652064795803, 0.0005207230372014511, 3306.0, 5850.0, 30396.0)",77.39670528000683,0.0,0.0028811128925916,0,"(0.7916666666666666, 0.9995276624858577, 0.022926658714815962, 0.03634343448484421, 0.11443099828306244, 0.0006034877579583133, 0.0, 0.0009224718668440556, 0.10734161302616772, 0.0005634682304461072, 0.0, 0.0030749062228135186, 0.0005171757295161006, 7570.0, 7610.0, 33702.0)"
