deliveryPeriodIndex,advertiserNumber,advertiserCategoryIndex,budget,CPAConstraint,realAllCost,realAllConversion,timeStepIndex,state,action,reward,reward_continuous,done,next_state
3.0,0.0,0.0,2900.0,100.0,2746.5984009667122,6.0,0.0,"(1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0003426915266620176, 853.0, 0.0, 0.0)",15.0000000000017,0.0,0.0,0,"(0.9791666666666666, 1.0, 0.005140372899930845, 0.005140372899930845, 0.07806253026947928, 0.0003426915266620176, 0.0, 0.0, 0.07806253026947928, 0.0003426915266620176, 0.0, 0.0, 0.000360074138441527, 399.0, 853.0, 853.0)"
3.0,0.0,0.0,2900.0,100.0,2746.5984009667122,6.0,1.0,"(0.9791666666666666, 1.0, 0.005140372899930845, 0.005140372899930845, 0.07806253026947928, 0.0003426915266620176, 0.0, 0.0, 0.07806253026947928, 0.0003426915266620176, 0.0, 0.0, 0.000360074138441527, 399.0, 853.0, 853.0)",18.00000000000187,0.0,0.0,0,"(0.9583333333333334, 1.0, 0.005810853695939502, 0.005810853695939502, 0.12122593437005588, 0.00035138283255177233, 0.0, 0.0, 0.12122593437005588, 0.00035138283255177233, 0.0, 0.0, 0.00033885312020876977, 327.0, 1252.0, 1252.0)"
3.0,0.0,0.0,2900.0,100.0,2746.5984009667122,6.0,2.0,"(0.9583333333333334, 1.0, 0.005810853695939502, 0.005810853695939502, 0.12122593437005588, 0.00035138283255177233, 0.0, 0.0, 0.12122593437005588, 0.00035138283255177233, 0.0, 0.0, 0.00033885312020876977, 327.0, 1252.0, 1252.0)",21.600000000002524,0.0,0.0,0,"(0.9375, 1.0, 0.006313644929463096, 0.006313644929463096, 0.16159439014303542, 0.0003472062617707714, 0.0, 0.0, 0.16159439014303542, 0.0003472062617707714, 0.0, 0.0, 0.00033154081132020217, 178.0, 1579.0, 1579.0)"
3.0,0.0,0.0,2900.0,100.0,2746.5984009667122,6.0,3.0,"(0.9375, 1.0, 0.006313644929463096, 0.006313644929463096, 0.16159439014303542, 0.0003472062617707714, 0.0, 0.0, 0.16159439014303542, 0.0003472062617707714, 0.0, 0.0, 0.00033154081132020217, 178.0, 1579.0, 1579.0)",25.920000000003387,0.0,0.0,0,"(0.9166666666666666, 1.0, 0.006883618154452513, 0.007464699905959735, 0.20119463050069236, 0.0003432898991581291, 0.0, 0.0, 0.24223866391109672, 0.00034348935665683296, 0.0, 0.0, 0.0003573704359866847, 210.0, 904.0, 1757.0)"
3.0,0.0,0.0,2900.0,100.0,2746.5984009667122,6.0,4.0,"(0.9166666666666666, 1.0, 0.006883618154452513, 0.007464699905959735, 0.20119463050069236, 0.0003432898991581291, 0.0, 0.0, 0.24223866391109672, 0.00034348935665683296, 0.0, 0.0, 0.0003573704359866847, 210.0, 904.0, 1757.0)",31.10400000000372,0.0,0.0,0,"(0.8958333333333334, 1.0, 0.007730024531748243, 0.009009471755620738, 0.22289600950977367, 0.0003461060065238403, 0.0, 0.0, 0.29067605960291887, 0.00034258812250521887, 0.0, 0.0, 0.00033378760756637996, 145.0, 715.0, 1967.0)"
3.0,0.0,0.0,2900.0,100.0,2746.5984009667122,6.0,5.0,"(0.8958333333333334, 1.0, 0.007730024531748243, 0.009009471755620738, 0.22289600950977367, 0.0003461060065238403, 0.0, 0.0, 0.29067605960291887, 0.00034258812250521887, 0.0, 0.0, 0.00033378760756637996, 145.0, 715.0, 1967.0)",37.32480000000379,0.0,0.0,0,"(0.875, 1.0, 0.00851811305893935, 0.010722581188415606, 0.23837588208411917, 0.0003440529400309302, 0.0, 0.0, 0.3151573740252029, 0.00034089961829108893, 0.0, 0.0, 0.000334525825383023, 148.0, 533.0, 2112.0)"
3.0,0.0,0.0,2900.0,100.0,2746.5984009667122,6.0,6.0,"(0.875, 1.0, 0.00851811305893935, 0.010722581188415606, 0.23837588208411917, 0.0003440529400309302, 0.0, 0.0, 0.3151573740252029, 0.00034089961829108893, 0.0, 0.0, 0.000334525825383023, 148.0, 533.0, 2112.0)",44.78976000000559,0.0,0.0,0,"(0.8541666666666666, 1.0, 0.009441715683763641, 0.012852512389511813, 0.2510918514633723, 0.0003426919236526578, 0.0, 0.0, 0.3176214794136123, 0.0003418946229786959, 0.0, 0.0, 0.0003638763606421966, 132.0, 503.0, 2260.0)"
3.0,0.0,0.0,2900.0,100.0,2746.5984009667122,6.0,7.0,"(0.8541666666666666, 1.0, 0.009441715683763641, 0.012852512389511813, 0.2510918514633723, 0.0003426919236526578, 0.0, 0.0, 0.3176214794136123, 0.0003418946229786959, 0.0, 0.0, 0.0003638763606421966, 132.0, 503.0, 2260.0)",53.74771200000647,0.0,0.0,0,"(0.8333333333333334, 1.0, 0.010706191452719095, 0.01566646965433718, 0.2628304208504322, 0.0003453399782763501, 0.0, 0.0, 0.32938777308486306, 0.0003440632645305332, 0.0, 0.0, 0.0005741424467817114, 295.0, 425.0, 2392.0)"
3.0,0.0,0.0,2900.0,100.0,2746.5984009667122,6.0,8.0,"(0.8333333333333334, 1.0, 0.010706191452719095, 0.01566646965433718, 0.2628304208504322, 0.0003453399782763501, 0.0, 0.0, 0.32938777308486306, 0.0003440632645305332, 0.0, 0.0, 0.0005741424467817114, 295.0, 425.0, 2392.0)",64.49725440000502,0.0,0.0,0,"(0.8125, 1.0, 0.013631127008186018, 0.023857154906679348, 0.25501991942167435, 0.0003707624747769458, 0.0, 0.0, 0.28830799409678465, 0.000424181544268977, 0.0, 0.0, 0.0005132700151909904, 334.0, 575.0, 2687.0)"
3.0,0.0,0.0,2900.0,100.0,2746.5984009667122,6.0,9.0,"(0.8125, 1.0, 0.013631127008186018, 0.023857154906679348, 0.25501991942167435, 0.0003707624747769458, 0.0, 0.0, 0.28830799409678465, 0.000424181544268977, 0.0, 0.0, 0.0005132700151909904, 334.0, 575.0, 2687.0)",77.39670528000727,0.0,0.0,0,"(0.7916666666666666, 1.0, 0.01624055511684761, 0.032104513794043534, 0.24841289496054428, 0.00038501322881835025, 0.0, 0.0, 0.24216199645394557, 0.00048376294087163277, 0.0, 0.0, 0.0005281382344332844, 766.0, 761.0, 3021.0)"
