deliveryPeriodIndex,advertiserNumber,advertiserCategoryIndex,budget,CPAConstraint,realAllCost,realAllConversion,timeStepIndex,state,action,reward,reward_continuous,done,next_state
2.0,0.0,0.0,2900.0,100.0,2712.7696393444635,15.0,0.0,"(1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0006241262939357176, 1011.0, 0.0, 0.0)",15.000000000001142,0.0,0.0,0,"(0.9791666666666666, 1.0, 0.009361894409036474, 0.009361894409036474, 0.08337238568105672, 0.0006241262939357176, 0.0, 0.0, 0.08337238568105672, 0.0006241262939357176, 0.0, 0.0, 0.0006108948935952729, 473.0, 1011.0, 1011.0)"
2.0,0.0,0.0,2900.0,100.0,2712.7696393444635,15.0,1.0,"(0.9791666666666666, 1.0, 0.009361894409036474, 0.009361894409036474, 0.08337238568105672, 0.0006241262939357176, 0.0, 0.0, 0.08337238568105672, 0.0006241262939357176, 0.0, 0.0, 0.0006108948935952729, 473.0, 1011.0, 1011.0)",18.000000000001293,0.0,0.0,0,"(0.9583333333333334, 1.0, 0.010179001246876087, 0.010179001246876087, 0.10003546632861607, 0.0006175105937654953, 0.0, 0.0, 0.10003546632861607, 0.0006175105937654953, 0.0, 0.0, 0.0006216697827107159, 387.0, 1484.0, 1484.0)"
2.0,0.0,0.0,2900.0,100.0,2712.7696393444635,15.0,2.0,"(0.9583333333333334, 1.0, 0.010179001246876087, 0.010179001246876087, 0.10003546632861607, 0.0006175105937654953, 0.0, 0.0, 0.10003546632861607, 0.0006175105937654953, 0.0, 0.0, 0.0006216697827107159, 387.0, 1484.0, 1484.0)",21.60000000000149,0.0,0.0,0,"(0.9375, 1.0, 0.011262023266768189, 0.011262023266768189, 0.11010142110334797, 0.0006188969900805688, 0.0, 0.0, 0.11010142110334797, 0.0006188969900805688, 0.0, 0.0, 0.0005983477869217072, 211.0, 1871.0, 1871.0)"
2.0,0.0,0.0,2900.0,100.0,2712.7696393444635,15.0,3.0,"(0.9375, 1.0, 0.011262023266768189, 0.011262023266768189, 0.11010142110334797, 0.0006188969900805688, 0.0, 0.0, 0.11010142110334797, 0.0006188969900805688, 0.0, 0.0, 0.0005983477869217072, 211.0, 1871.0, 1871.0)",25.920000000001927,0.0,0.0,0,"(0.9166666666666666, 1.0, 0.012323811109329091, 0.013311116676093299, 0.12000829096495924, 0.0006137596892908534, 0.0, 0.0, 0.13222025939292673, 0.000610304154409232, 0.0, 0.0, 0.0006154059060827238, 218.0, 1071.0, 2082.0)"
2.0,0.0,0.0,2900.0,100.0,2712.7696393444635,15.0,4.0,"(0.9166666666666666, 1.0, 0.012323811109329091, 0.013311116676093299, 0.12000829096495924, 0.0006137596892908534, 0.0, 0.0, 0.13222025939292673, 0.000610304154409232, 0.0, 0.0, 0.0006154059060827238, 218.0, 1071.0, 2082.0)",31.10400000000204,0.0,0.0,0,"(0.8958333333333334, 1.0, 0.013687365948022934, 0.016026275748787497, 0.1243089278276783, 0.0006140889326492275, 0.0, 0.0, 0.1404912354937198, 0.0006118078252383823, 0.0, 0.0, 0.0006347509430811902, 151.0, 816.0, 2300.0)"
2.0,0.0,0.0,2900.0,100.0,2712.7696393444635,15.0,5.0,"(0.8958333333333334, 1.0, 0.013687365948022934, 0.016026275748787497, 0.1243089278276783, 0.0006140889326492275, 0.0, 0.0, 0.1404912354937198, 0.0006118078252383823, 0.0, 0.0, 0.0006347509430811902, 151.0, 816.0, 2300.0)",37.32480000000257,0.0,0.0,0,"(0.875, 1.0, 0.01535479695673885, 0.019447570646709513, 0.12645023685680604, 0.0006175326010545546, 0.0, 0.0, 0.1427990526102641, 0.0006161682120285404, 0.0, 0.0, 0.0006480231643985063, 154.0, 580.0, 2451.0)"
2.0,0.0,0.0,2900.0,100.0,2712.7696393444635,15.0,6.0,"(0.875, 1.0, 0.01535479695673885, 0.019447570646709513, 0.12645023685680604, 0.0006175326010545546, 0.0, 0.0, 0.1427990526102641, 0.0006161682120285404, 0.0, 0.0, 0.0006480231643985063, 154.0, 580.0, 2451.0)",44.789760000003206,0.0,0.0,0,"(0.8541666666666666, 1.0, 0.017307654821183547, 0.023952779770322816, 0.12913576087197112, 0.0006218883958179763, 0.0, 0.0, 0.14130572074798697, 0.0006327266711874735, 0.0, 0.0, 0.0006267157141763717, 138.0, 523.0, 2605.0)"
2.0,0.0,0.0,2900.0,100.0,2712.7696393444635,15.0,7.0,"(0.8541666666666666, 1.0, 0.017307654821183547, 0.023952779770322816, 0.12913576087197112, 0.0006218883958179763, 0.0, 0.0, 0.14130572074798697, 0.0006327266711874735, 0.0, 0.0, 0.0006267157141763717, 138.0, 523.0, 2605.0)",53.747712000004014,0.0,0.0,0,"(0.8333333333333334, 1.0, 0.01935476493246416, 0.028800429906532875, 0.13152469498660146, 0.0006224918106127757, 0.0, 0.0, 0.1435509735848067, 0.0006364966072186894, 0.0, 0.0, 0.0005337953666430855, 292.0, 443.0, 2743.0)"
2.0,0.0,0.0,2900.0,100.0,2712.7696393444635,15.0,8.0,"(0.8333333333333334, 1.0, 0.01935476493246416, 0.028800429906532875, 0.13152469498660146, 0.0006224918106127757, 0.0, 0.0, 0.1435509735848067, 0.0006364966072186894, 0.0, 0.0, 0.0005337953666430855, 292.0, 443.0, 2743.0)",64.49725440000519,0.0,0.0,0,"(0.8125, 1.0, 0.021029606113292937, 0.0323792244264011, 0.12913121440137226, 0.000612636650171699, 0.0, 0.0, 0.1344931694905047, 0.0006028447484059878, 0.0, 0.0, 0.0005275295082418592, 330.0, 584.0, 3035.0)"
2.0,0.0,0.0,2900.0,100.0,2712.7696393444635,15.0,9.0,"(0.8125, 1.0, 0.021029606113292937, 0.0323792244264011, 0.12913121440137226, 0.000612636650171699, 0.0, 0.0, 0.1344931694905047, 0.0006028447484059878, 0.0, 0.0, 0.0005275295082418592, 330.0, 584.0, 3035.0)",77.3967052800066,0.0,0.0,0,"(0.7916666666666666, 1.0, 0.02300955008955384, 0.03631397238241786, 0.12789288520931233, 0.000604125935978715, 0.0, 0.0006060606060606061, 0.12499284199644183, 0.0005626801963537721, 0.0, 0.00202020202020202, 0.0005151456466672125, 757.0, 760.0, 3365.0)"
2.0,0.0,0.0,2900.0,100.0,2712.7696393444635,15.0,10.0,"(0.7916666666666666, 1.0, 0.02300955008955384, 0.03631397238241786, 0.12789288520931233, 0.000604125935978715, 0.0, 0.0006060606060606061, 0.12499284199644183, 0.0005626801963537721, 0.0, 0.00202020202020202, 0.0005151456466672125, 757.0, 760.0, 3365.0)",92.87604633600826,0.0,0.002449687465921,0,"(0.7708333333333334, 0.9999345008290353, 0.025267290167745034, 0.04103402412849403, 0.12631893307827996, 0.0005960368187685784, 0.0, 0.0011514205341514095, 0.11243690132275595, 0.0005254901738507191, 0.0, 0.004221875291888502, 0.0005349112338103204, 840.0, 1379.0, 4122.0)"
2.0,0.0,0.0,2900.0,100.0,2712.7696393444635,15.0,11.0,"(0.7708333333333334, 0.9999345008290353, 0.025267290167745034, 0.04103402412849403, 0.12631893307827996, 0.0005960368187685784, 0.0, 0.0011514205341514095, 0.11243690132275595, 0.0005254901738507191, 0.0, 0.004221875291888502, 0.0005349112338103204, 840.0, 1379.0, 4122.0)",111.45125560320976,0.0,0.0021080521676049,0,"(0.75, 0.9998559266077441, 0.028129726707468144, 0.04943008848999376, 0.12593663782661968, 0.000590943020022057, 0.0, 0.0018491196166229192, 0.11635290810236192, 0.0005258621295731306, 0.0, 0.007396478466491677, 0.0005330849258915496, 677.0, 1927.0, 4962.0)"
2.0,0.0,0.0,2900.0,100.0,2712.7696393444635,15.0,12.0,"(0.75, 0.9998559266077441, 0.028129726707468144, 0.04943008848999376, 0.12593663782661968, 0.000590943020022057, 0.0, 0.0018491196166229192, 0.11635290810236192, 0.0005258621295731306, 0.0, 0.007396478466491677, 0.0005330849258915496, 677.0, 1927.0, 4962.0)",133.74150672385136,0.0,0.023413479523575597,0,"(0.7291666666666666, 0.9988664411615604, 0.03145017705308663, 0.05958560026486259, 0.12610335495107602, 0.0005864923973966333, 0.0, 0.0057973239138103165, 0.12013825409028837, 0.0005277139354563608, 0.0, 0.023101534939642687, 0.0005268222205290286, 632.0, 2274.0, 5639.0)"
2.0,0.0,0.0,2900.0,100.0,2712.7696393444635,15.0,13.0,"(0.7291666666666666, 0.9988664411615604, 0.03145017705308663, 0.05958560026486259, 0.12610335495107602, 0.0005864923973966333, 0.0, 0.0057973239138103165, 0.12013825409028837, 0.0005277139354563608, 0.0, 0.023101534939642687, 0.0005268222205290286, 632.0, 2274.0, 5639.0)",160.48980806862224,0.0,0.0233257979872192,0,"(0.7083333333333334, 0.997759017851312, 0.035242992767793954, 0.07182056896797333, 0.12668970580230624, 0.0005822302419060901, 0.0, 0.009904025008574319, 0.1280492057904025, 0.0005316061267436328, 0.0, 0.04199690808145832, 0.0005177693483980309, 955.0, 2149.0, 6271.0)"
2.0,0.0,0.0,2900.0,100.0,2712.7696393444635,15.0,14.0,"(0.7083333333333334, 0.997759017851312, 0.035242992767793954, 0.07182056896797333, 0.12668970580230624, 0.0005822302419060901, 0.0, 0.009904025008574319, 0.1280492057904025, 0.0005316061267436328, 0.0, 0.04199690808145832, 0.0005177693483980309, 955.0, 2149.0, 6271.0)",192.58776968234693,0.0,0.10834670648701987,0,"(0.6875, 0.9915449848138539, 0.039541196184464944, 0.08518707409245214, 0.1273288793533587, 0.0005779328490055528, 0.0, 0.02159977761707774, 0.13289784546031477, 0.0005258921649395363, 0.0, 0.100602409618897, 0.0005166858721960411, 880.0, 2264.0, 7226.0)"
2.0,0.0,0.0,2900.0,100.0,2712.7696393444635,15.0,15.0,"(0.6875, 0.9915449848138539, 0.039541196184464944, 0.08518707409245214, 0.1273288793533587, 0.0005779328490055528, 0.0, 0.02159977761707774, 0.13289784546031477, 0.0005258921649395363, 0.0, 0.100602409618897, 0.0005166858721960411, 880.0, 2264.0, 7226.0)",231.10532361881602,0.0,0.1191821538285621,0,"(0.6666666666666666, 0.9835733726841523, 0.044532924904381904, 0.10122483225999475, 0.12872870858616, 0.0005741049129549584, 0.0, 0.034667405152374015, 0.14010524100485724, 0.0005204258137077002, 0.0, 0.15977109051948338, 0.0008487783526788007, 2136.0, 2467.0, 8106.0)"
2.0,0.0,0.0,2900.0,100.0,2712.7696393444635,15.0,16.0,"(0.6666666666666666, 0.9835733726841523, 0.044532924904381904, 0.10122483225999475, 0.12872870858616, 0.0005741049129549584, 0.0, 0.034667405152374015, 0.14010524100485724, 0.0005204258137077002, 0.0, 0.15977109051948338, 0.0008487783526788007, 2136.0, 2467.0, 8106.0)",277.3263883425695,2.0,0.9500176375707359,0,"(0.6458333333333334, 0.9141815638189341, 0.05575973138363988, 0.15150451159092085, 0.13406350296433914, 0.0005902621741151843, 5.507821105970478e-05, 0.06192975430952673, 0.16847455638715947, 0.0006277445244242908, 0.00031210986267166043, 0.30471649104730464, 0.0008455344184361785, 1941.0, 3971.0, 10242.0)"
2.0,0.0,0.0,2900.0,100.0,2712.7696393444635,15.0,17.0,"(0.6458333333333334, 0.9141815638189341, 0.05575973138363988, 0.15150451159092085, 0.13406350296433914, 0.0005902621741151843, 5.507821105970478e-05, 0.06192975430952673, 0.16847455638715947, 0.0006277445244242908, 0.00031210986267166043, 0.30471649104730464, 0.0008455344184361785, 1941.0, 3971.0, 10242.0)",194.12847183979954,0.0,0.46168319983590833,0,"(0.625, 0.8870888948303078, 0.06178098544782483, 0.17297993176462426, 0.13735991169870657, 0.0006044439654663507, 5.201831044527674e-05, 0.07394516294440018, 0.1875150734254459, 0.0007369995477703402, 0.00031210986267166043, 0.33567208958101236, 0.0008365746747630889, 2236.0, 4957.0, 12183.0)"
2.0,0.0,0.0,2900.0,100.0,2712.7696393444635,15.0,18.0,"(0.625, 0.8870888948303078, 0.06178098544782483, 0.17297993176462426, 0.13735991169870657, 0.0006044439654663507, 5.201831044527674e-05, 0.07394516294440018, 0.1875150734254459, 0.0007369995477703402, 0.00031210986267166043, 0.33567208958101236, 0.0008365746747630889, 2236.0, 4957.0, 12183.0)",194.12847183979952,0.0,0.745027808373621,0,"(0.6041666666666666, 0.843708105307746, 0.06707687901328856, 0.1873113009274574, 0.13893263340636236, 0.0006166613712188106, 4.928050463236744e-05, 0.09133191126509317, 0.1933535657807749, 0.0008436291486260227, 0.00031210986267166043, 0.39354261053292866, 0.000835489237462838, 1899.0, 6313.0, 14419.0)"
2.0,0.0,0.0,2900.0,100.0,2712.7696393444635,15.0,19.0,"(0.6041666666666666, 0.843708105307746, 0.06707687901328856, 0.1873113009274574, 0.13893263340636236, 0.0006166613712188106, 4.928050463236744e-05, 0.09133191126509317, 0.1933535657807749, 0.0008436291486260227, 0.00031210986267166043, 0.39354261053292866, 0.000835489237462838, 1899.0, 6313.0, 14419.0)",135.88993028785978,0.0,0.14050807939712645,0,"(0.5833333333333334, 0.8376841197979011, 0.06939976377437825, 0.146693280655229, 0.13951277165457743, 0.000627602764531012, 4.6816479400749066e-05, 0.09163630043064315, 0.170391960899261, 0.0008391994435540352, 0.0, 0.25997339511696954, 0.0008505182594018356, 2390.0, 6076.0, 16318.0)"
2.0,0.0,0.0,2900.0,100.0,2712.7696393444635,15.0,20.0,"(0.5833333333333334, 0.8376841197979011, 0.06939976377437825, 0.146693280655229, 0.13951277165457743, 0.000627602764531012, 4.6816479400749066e-05, 0.09163630043064315, 0.170391960899261, 0.0008391994435540352, 0.0, 0.25997339511696954, 0.0008505182594018356, 2390.0, 6076.0, 16318.0)",163.06791634543083,1.0,0.9982403994989939,0,"(0.5625, 0.7914462180708448, 0.07269940551723642, 0.13820992593370598, 0.14036351292058144, 0.0006382177880962894, 6.451141094552311e-05, 0.10424816020292373, 0.15838512025183074, 0.0008408607238759208, 0.0001394700139470014, 0.2860661437540651, 0.0008392882041037075, 2112.0, 6525.0, 18708.0)"
2.0,0.0,0.0,2900.0,100.0,2712.7696393444635,15.0,21.0,"(0.5625, 0.7914462180708448, 0.07269940551723642, 0.13820992593370598, 0.14036351292058144, 0.0006382177880962894, 6.451141094552311e-05, 0.10424816020292373, 0.15838512025183074, 0.0008408607238759208, 0.0001394700139470014, 0.2860661437540651, 0.0008392882041037075, 2112.0, 6525.0, 18708.0)",114.14754144180189,2.0,0.32866948655964473,0,"(0.5416666666666666, 0.7797774648012228, 0.07374955458734128, 0.11600983322300852, 0.1405259681978454, 0.0006473573524602628, 0.00010462315121934921, 0.10592317495954016, 0.15061708854390457, 0.000841765233656127, 0.00045512657960356705, 0.1983345116910377, 0.0008637862206918663, 2154.0, 6401.0, 20820.0)"
2.0,0.0,0.0,2900.0,100.0,2712.7696393444635,15.0,22.0,"(0.5416666666666666, 0.7797774648012228, 0.07374955458734128, 0.11600983322300852, 0.1405259681978454, 0.0006473573524602628, 0.00010462315121934921, 0.10592317495954016, 0.15061708854390457, 0.000841765233656127, 0.00045512657960356705, 0.1983345116910377, 0.0008637862206918663, 2154.0, 6401.0, 20820.0)",136.97704973016192,0.0,0.8106239073873168,0,"(0.5208333333333334, 0.7474895705440393, 0.07568735169693246, 0.1176046045139606, 0.14080999845781286, 0.0006567673032529413, 0.00010007431855763838, 0.11494262272380382, 0.14945817714604917, 0.0008511975613991364, 0.00045512657960356705, 0.2703181046782083, 0.0008393826153169629, 1638.0, 6656.0, 22974.0)"
