deliveryPeriodIndex,advertiserNumber,advertiserCategoryIndex,budget,CPAConstraint,realAllCost,realAllConversion,timeStepIndex,state,action,reward,reward_continuous,done,next_state
8.0,0.0,0.0,2900.0,100.0,2898.861475350278,16.0,0.0,"(1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0004797280510026968, 10849.0, 0.0, 0.0)",15.000000000001329,0.0,0.0,0,"(0.9791666666666666, 1.0, 0.00719592076504109, 0.00719592076504109, 0.07090440800828435, 0.0004797280510026968, 0.0, 0.0, 0.07090440800828435, 0.0004797280510026968, 0.0, 0.0, 0.00048265839311043945, 5074.0, 10849.0, 10849.0)"
8.0,0.0,0.0,2900.0,100.0,2898.861475350278,16.0,1.0,"(0.9791666666666666, 1.0, 0.00719592076504109, 0.00719592076504109, 0.07090440800828435, 0.0004797280510026968, 0.0, 0.0, 0.07090440800828435, 0.0004797280510026968, 0.0, 0.0, 0.00048265839311043945, 5074.0, 10849.0, 10849.0)",18.00000000000156,0.0,0.0,0,"(0.9583333333333334, 1.0, 0.007941885920514877, 0.007941885920514877, 0.10728755027140535, 0.0004811932220565681, 0.0, 0.0, 0.10728755027140535, 0.0004811932220565681, 0.0, 0.0, 0.00047792346987463925, 4159.0, 15923.0, 15923.0)"
8.0,0.0,0.0,2900.0,100.0,2898.861475350278,16.0,2.0,"(0.9583333333333334, 1.0, 0.007941885920514877, 0.007941885920514877, 0.10728755027140535, 0.0004811932220565681, 0.0, 0.0, 0.10728755027140535, 0.0004811932220565681, 0.0, 0.0, 0.00047792346987463925, 4159.0, 15923.0, 15923.0)",21.60000000000198,0.0,0.0,0,"(0.9375, 1.0, 0.008735639596774302, 0.008735639596774302, 0.13050091790440208, 0.0004801033046625918, 0.0, 0.0, 0.13050091790440208, 0.0004801033046625918, 0.0, 0.0, 0.00047272790690982934, 2270.0, 20082.0, 20082.0)"
8.0,0.0,0.0,2900.0,100.0,2898.861475350278,16.0,3.0,"(0.9375, 1.0, 0.008735639596774302, 0.008735639596774302, 0.13050091790440208, 0.0004801033046625918, 0.0, 0.0, 0.13050091790440208, 0.0004801033046625918, 0.0, 0.0, 0.00047272790690982934, 2270.0, 20082.0, 20082.0)",25.920000000002517,0.0,0.0,0,"(0.9166666666666666, 1.0, 0.009615006534356717, 0.010421368457461928, 0.1325861320187635, 0.00047825945522440123, 0.0, 0.0, 0.1531467066889232, 0.0004777699232983027, 0.0, 0.0, 0.0004873631670597683, 3914.0, 11503.0, 22352.0)"
8.0,0.0,0.0,2900.0,100.0,2898.861475350278,16.0,4.0,"(0.9166666666666666, 1.0, 0.009615006534356717, 0.010421368457461928, 0.1325861320187635, 0.00047825945522440123, 0.0, 0.0, 0.1531467066889232, 0.0004777699232983027, 0.0, 0.0, 0.0004873631670597683, 3914.0, 11503.0, 22352.0)",31.104000000002802,0.0,0.0,0,"(0.8958333333333334, 1.0, 0.010723794017131054, 0.012578399414875173, 0.12911814642124644, 0.0004800801975914746, 0.0, 0.0, 0.14367187718780716, 0.00047933818128141235, 0.0, 0.0, 0.0004736421124944883, 2715.0, 10343.0, 26266.0)"
8.0,0.0,0.0,2900.0,100.0,2898.861475350278,16.0,5.0,"(0.8958333333333334, 1.0, 0.010723794017131054, 0.012578399414875173, 0.12911814642124644, 0.0004800801975914746, 0.0, 0.0, 0.14367187718780716, 0.00047933818128141235, 0.0, 0.0, 0.0004736421124944883, 2715.0, 10343.0, 26266.0)",37.32480000000366,0.0,0.0,0,"(0.875, 1.0, 0.011882927867681881, 0.015030216138589458, 0.12483377635949892, 0.00047900718340864357, 0.0, 0.0, 0.11916663481459579, 0.0004779110621546953, 0.0, 0.0, 0.0004847446727698727, 2767.0, 8899.0, 28981.0)"
8.0,0.0,0.0,2900.0,100.0,2898.861475350278,16.0,6.0,"(0.875, 1.0, 0.011882927867681881, 0.015030216138589458, 0.12483377635949892, 0.00047900718340864357, 0.0, 0.0, 0.11916663481459579, 0.0004779110621546953, 0.0, 0.0, 0.0004847446727698727, 2767.0, 8899.0, 28981.0)",44.78976000000413,0.0,0.0,0,"(0.8541666666666666, 1.0, 0.013287023537247774, 0.01818304620776918, 0.11907548059302832, 0.00047982682474596205, 0.0, 0.0, 0.1010612786920481, 0.00048191665077470977, 0.0, 0.0, 0.00046980079120181406, 2474.0, 9396.0, 31748.0)"
8.0,0.0,0.0,2900.0,100.0,2898.861475350278,16.0,7.0,"(0.8541666666666666, 1.0, 0.013287023537247774, 0.01818304620776918, 0.11907548059302832, 0.00047982682474596205, 0.0, 0.0, 0.1010612786920481, 0.00048191665077470977, 0.0, 0.0, 0.00046980079120181406, 2474.0, 9396.0, 31748.0)",53.74771200000543,0.0,0.0,0,"(0.8333333333333334, 1.0, 0.014782485297953025, 0.021546970765989645, 0.11508337674624314, 0.00047857357055294353, 0.0, 0.0, 0.091692093954571, 0.00047606252548872504, 0.0, 0.0, 0.0001956361381973297, 1431.0, 7956.0, 34222.0)"
8.0,0.0,0.0,2900.0,100.0,2898.861475350278,16.0,8.0,"(0.8333333333333334, 1.0, 0.014782485297953025, 0.021546970765989645, 0.11508337674624314, 0.00047857357055294353, 0.0, 0.0, 0.091692093954571, 0.00047606252548872504, 0.0, 0.0, 0.0001956361381973297, 1431.0, 7956.0, 34222.0)",64.4972544000127,0.0,0.0,0,"(0.8125, 1.0, 0.014541986239863712, 0.01986010298422738, 0.11468409666684971, 0.00044713607806898644, 0.0, 0.0, 0.09438473728155128, 0.0003833938673896721, 0.0, 0.0, 0.0001902190692364079, 1618.0, 6672.0, 35653.0)"
8.0,0.0,0.0,2900.0,100.0,2898.861475350278,16.0,9.0,"(0.8125, 1.0, 0.014541986239863712, 0.01986010298422738, 0.11468409666684971, 0.00044713607806898644, 0.0, 0.0, 0.09438473728155128, 0.0003833938673896721, 0.0, 0.0, 0.0001902190692364079, 1618.0, 6672.0, 35653.0)",77.39670528001649,0.0,0.0,0,"(0.7916666666666666, 1.0, 0.014560020539910273, 0.017530346879456107, 0.11403852438380899, 0.00042144437718572855, 0.0, 0.0, 0.10228562656229724, 0.00028521866621185056, 0.0, 0.0, 0.00019216859684194983, 3707.0, 5523.0, 37271.0)"
8.0,0.0,0.0,2900.0,100.0,2898.861475350278,16.0,10.0,"(0.7916666666666666, 1.0, 0.014560020539910273, 0.017530346879456107, 0.11403852438380899, 0.00042144437718572855, 0.0, 0.0, 0.10228562656229724, 0.00028521866621185056, 0.0, 0.0, 0.00019216859684194983, 3707.0, 5523.0, 37271.0)",92.87604633602102,0.0,0.0,0,"(0.7708333333333334, 1.0, 0.01485891499124762, 0.015062727506699873, 0.1129255605626343, 0.0004006011244272033, 0.0, 0.0, 0.10717138407301073, 0.00019267460142522916, 0.0, 0.0, 0.00019280538520130994, 4114.0, 6756.0, 40978.0)"
8.0,0.0,0.0,2900.0,100.0,2898.861475350278,16.0,11.0,"(0.7708333333333334, 1.0, 0.01485891499124762, 0.015062727506699873, 0.1129255605626343, 0.0004006011244272033, 0.0, 0.0, 0.10717138407301073, 0.00019267460142522916, 0.0, 0.0, 0.00019280538520130994, 4114.0, 6756.0, 40978.0)",111.4512556032238,0.0,0.0,0,"(0.75, 1.0, 0.015411372264289418, 0.01801953033756654, 0.11226603182722399, 0.0003832848128250455, 0.0, 0.0, 0.10501183730834678, 0.00019173101709322256, 0.0, 0.0, 0.0001934466380397049, 14075.0, 9439.0, 45092.0)"
8.0,0.0,0.0,2900.0,100.0,2898.861475350278,16.0,12.0,"(0.75, 1.0, 0.015411372264289418, 0.01801953033756654, 0.11226603182722399, 0.0003832848128250455, 0.0, 0.0, 0.10501183730834678, 0.00019173101709322256, 0.0, 0.0, 0.0001934466380397049, 14075.0, 9439.0, 45092.0)",133.74150672386784,0.0,0.0,0,"(0.7291666666666666, 1.0, 0.016216024001043834, 0.021736035538155712, 0.11187468335742348, 0.00036868187630309616, 0.0, 0.0, 0.10466187993613844, 0.00019280687336098822, 0.0, 0.0, 0.00019248297117919596, 13151.0, 21896.0, 59167.0)"
8.0,0.0,0.0,2900.0,100.0,2898.861475350278,16.0,13.0,"(0.7291666666666666, 1.0, 0.016216024001043834, 0.021736035538155712, 0.11187468335742348, 0.00036868187630309616, 0.0, 0.0, 0.10466187993613844, 0.00019280687336098822, 0.0, 0.0, 0.00019248297117919596, 13151.0, 21896.0, 59167.0)",160.48980806864108,0.0,0.0005481803416625,0,"(0.7083333333333334, 0.9999712838983835, 0.017264276222471484, 0.026083934070292327, 0.11115272074579477, 0.0003560962402228176, 0.0, 1.0862834982673778e-05, 0.10465230808404984, 0.00019291166480673693, 0.0, 5.06932299191443e-05, 0.00019227157240452156, 19865.0, 31340.0, 72318.0)"
8.0,0.0,0.0,2900.0,100.0,2898.861475350278,16.0,14.0,"(0.7083333333333334, 0.9999712838983835, 0.017264276222471484, 0.026083934070292327, 0.11115272074579477, 0.0003560962402228176, 0.0, 1.0862834982673778e-05, 0.10465230808404984, 0.00019291166480673693, 0.0, 5.06932299191443e-05, 0.00019227157240452156, 19865.0, 31340.0, 72318.0)",192.58776968237268,0.0,0.0008408177108814,0,"(0.6875, 0.9999167026152194, 0.018581934694487365, 0.03126418441527914, 0.11027487934917075, 0.00034517459570159787, 0.0, 2.3562590945654518e-05, 0.10231026943695787, 0.00019273372720780748, 0.0, 0.00011781295472827258, 0.00019304432220912962, 18292.0, 47091.0, 92183.0)"
8.0,0.0,0.0,2900.0,100.0,2898.861475350278,16.0,15.0,"(0.6875, 0.9999167026152194, 0.018581934694487365, 0.03126418441527914, 0.11027487934917075, 0.00034517459570159787, 0.0, 2.3562590945654518e-05, 0.10231026943695787, 0.00019273372720780748, 0.0, 0.00011781295472827258, 0.00019304432220912962, 18292.0, 47091.0, 92183.0)",231.10532361884754,0.0,0.0494877618815459,0,"(0.6666666666666666, 0.9962010740604145, 0.02020891193588953, 0.03751142632022086, 0.10876860429801584, 0.0003356664536083186, 0.0, 0.0007840350416290888, 0.09530892837391608, 0.00019259962193094905, 0.0, 0.004181520222021807, 0.00040769041511088614, 17815.0, 51308.0, 110475.0)"
8.0,0.0,0.0,2900.0,100.0,2898.861475350278,16.0,16.0,"(0.6666666666666666, 0.9962010740604145, 0.02020891193588953, 0.03751142632022086, 0.10876860429801584, 0.0003356664536083186, 0.0, 0.0007840350416290888, 0.09530892837391608, 0.00019259962193094905, 0.0, 0.004181520222021807, 0.00040769041511088614, 17815.0, 51308.0, 110475.0)",277.32638834258546,1.0,2.962785580000544,0,"(0.6458333333333334, 0.7597217150588007, 0.025670935374048465, 0.06490201141474104, 0.10976595083840571, 0.0003399031572261167, 3.301910155024682e-06, 0.021734762009099916, 0.1032943579372567, 0.00026433543657484576, 1.871082421180653e-05, 0.12311295815498037, 0.0004050071381457574, 16193.0, 55972.0, 128290.0)"
8.0,0.0,0.0,2900.0,100.0,2898.861475350278,16.0,17.0,"(0.6458333333333334, 0.7597217150588007, 0.025670935374048465, 0.06490201141474104, 0.10976595083840571, 0.0003399031572261167, 3.301910155024682e-06, 0.021734762009099916, 0.1032943579372567, 0.00026433543657484576, 1.871082421180653e-05, 0.12311295815498037, 0.0004050071381457574, 16193.0, 55972.0, 128290.0)",194.1284718398108,2.0,1.599143656526655,0,"(0.625, 0.6654152162675545, 0.028612739898404165, 0.07876676591798816, 0.10942921198268832, 0.0003435200450549856, 9.980146185887418e-06, 0.03222300109315765, 0.10520087515027611, 0.00033524729182192437, 5.988087711532451e-05, 0.19322019360421763, 0.00041164886383973024, 18648.0, 52300.0, 144483.0)"
8.0,0.0,0.0,2900.0,100.0,2898.861475350278,16.0,18.0,"(0.625, 0.6654152162675545, 0.028612739898404165, 0.07876676591798816, 0.10942921198268832, 0.0003435200450549856, 9.980146185887418e-06, 0.03222300109315765, 0.10520087515027611, 0.00033524729182192437, 5.988087711532451e-05, 0.19322019360421763, 0.00041164886383973024, 18648.0, 52300.0, 144483.0)",135.88993028786675,2.0,0.6533686580239569,0,"(0.6041666666666666, 0.6377601747684704, 0.030050960714817655, 0.08254188753576766, 0.10876569855937956, 0.0003471057723594459, 1.5099617820846358e-05, 0.03402961638029102, 0.10875020128665273, 0.0004081154723654579, 9.563091286536027e-05, 0.2113393835198213, 0.0004113784694206021, 15841.0, 52656.0, 163131.0)"
